Date,Open,High,Low,Close,Adj Close,Volume
22 Apr 2025,159.80,168.00,159.31,168.00,160.55,5974009
17 Apr 2025,159.72,161.25,159.05,161.25,154.10,1964171
16 Apr 2025,158.08,160.00,157.79,159.32,152.26,2008112
15 Apr 2025,157.89,160.47,157.39,158.04,151.03,1866228
14 Apr 2025,155.39,157.63,154.90,157.29,150.32,1938840
11 Apr 2025,150.75,155.50,149.28,154.68,147.82,4265891
10 Apr 2025,157.02,157.44,153.45,154.53,147.68,2783794
09 Apr 2025,145.01,150.22,145.01,149.14,142.53,2725662
08 Apr 2025,146.52,148.46,144.23,148.46,141.88,3194841
07 Apr 2025,144.08,146.81,140.21,144.41,138.01,3802825
04 Apr 2025,153.69,156.20,153.26,154.00,147.17,3504025
03 Apr 2025,151.82,156.37,151.51,156.37,149.44,2343479
02 Apr 2025,154.54,154.84,153.22,154.82,147.96,2165184
01 Apr 2025,151.01,153.23,150.41,153.23,146.44,2083216
31 Mar 2025,149.50,151.10,147.94,150.93,144.24,2709628
28 Mar 2025,149.60,150.43,148.61,150.43,143.76,1796660
27 Mar 2025,149.23,150.04,148.38,150.04,143.39,1722640
26 Mar 2025,149.90,151.17,149.39,150.23,143.57,2043159
25 Mar 2025,148.45,149.77,147.90,148.63,142.04,1599602
24 Mar 2025,146.75,147.85,146.29,147.63,141.09,1308316
21 Mar 2025,145.70,146.95,145.20,145.60,139.15,6482426
20 Mar 2025,143.91,146.00,143.68,145.93,139.46,3402826
19 Mar 2025,142.89,144.47,142.54,142.77,136.44,1612901
18 Mar 2025,145.39,146.50,143.54,144.20,137.81,1552183
17 Mar 2025,143.89,144.66,143.29,144.66,138.25,1734195
14 Mar 2025,142.57,144.03,141.41,142.36,136.05,2741381
13 Mar 2025,145.01,145.57,143.67,144.00,137.62,2669521
12 Mar 2025,145.75,145.84,142.98,144.80,138.38,2922633
11 Mar 2025,145.69,148.13,144.40,146.92,140.41,2523185
10 Mar 2025,149.20,149.58,147.41,148.14,141.57,1456710
07 Mar 2025,150.88,150.96,147.22,148.50,141.92,2627604
06 Mar 2025,156.44,156.88,153.59,153.59,146.78,2374229
05 Mar 2025,156.36,156.98,154.40,156.39,149.46,1730411
04 Mar 2025,157.32,157.76,155.68,157.76,150.77,1467357
03 Mar 2025,158.40,158.40,155.29,157.13,150.16,1846285
28 Feb 2025,155.90,157.68,154.66,156.74,149.79,5342538
27 Feb 2025,155.90,156.29,154.80,156.29,149.36,1580374
26 Feb 2025,154.50,156.60,153.45,156.26,149.33,1504902
25 Feb 2025,155.94,156.46,152.99,154.27,147.43,1762476
24 Feb 2025,149.90,156.23,148.98,156.23,149.30,2875480
21 Feb 2025,156.00,156.12,151.42,151.73,145.00,3845525
20 Feb 2025,159.04,159.37,155.73,155.73,148.83,2747437
19 Feb 2025,158.75,160.73,156.59,158.94,151.89,3262757
18 Feb 2025,165.00,165.45,162.20,162.60,153.24,2577577
17 Feb 2025,164.99,165.14,162.02,164.97,155.47,1976104
14 Feb 2025,167.92,167.92,165.00,165.44,155.92,2390053
13 Feb 2025,165.77,167.61,164.61,166.72,157.12,1843099
12 Feb 2025,161.24,165.98,159.81,165.98,156.43,2199814
11 Feb 2025,162.02,163.03,161.61,162.16,152.83,1530120
10 Feb 2025,160.91,162.84,160.33,162.83,153.46,1431527
07 Feb 2025,161.64,162.98,161.13,162.67,153.31,1676158
06 Feb 2025,159.98,162.64,159.82,162.64,153.28,2051681
05 Feb 2025,158.31,159.07,157.65,158.57,149.44,1594857
04 Feb 2025,159.60,159.69,157.70,157.70,148.62,1174484
03 Feb 2025,156.50,159.29,156.17,158.13,149.03,1299935
31 Jan 2025,160.61,161.43,159.84,160.56,151.32,2896059
30 Jan 2025,159.35,160.61,158.82,160.61,151.37,1206445
29 Jan 2025,160.68,160.78,159.09,159.09,149.93,1318566
28 Jan 2025,159.67,160.37,159.18,159.28,150.11,1619685
24 Jan 2025,158.70,159.46,158.50,158.65,149.52,1821566
23 Jan 2025,157.97,158.00,156.40,157.85,148.76,1088333
22 Jan 2025,157.25,158.45,156.70,157.75,148.67,1263536
21 Jan 2025,155.00,157.96,154.73,156.20,147.21,1191280
20 Jan 2025,154.69,155.48,153.35,155.06,146.14,887899
17 Jan 2025,155.15,155.60,153.39,153.90,145.04,3930360
16 Jan 2025,154.30,155.80,153.88,155.75,146.79,2662759
15 Jan 2025,154.33,154.33,151.27,151.27,142.56,1189652
14 Jan 2025,154.36,154.50,151.00,151.96,143.21,1203687
13 Jan 2025,153.63,154.42,151.24,152.76,143.97,1493414
10 Jan 2025,159.50,159.80,155.57,156.05,147.07,1887834
09 Jan 2025,158.13,159.29,157.97,158.79,149.65,1243612
08 Jan 2025,156.50,161.70,155.84,159.75,150.56,2260821
07 Jan 2025,156.50,157.66,155.97,157.11,148.07,1035090
06 Jan 2025,156.00,156.76,155.24,156.02,147.04,1032059
03 Jan 2025,154.53,155.65,153.60,155.03,146.11,888021
02 Jan 2025,153.25,153.98,152.50,153.57,144.73,878386
31 Dec 2024,154.09,154.43,153.25,153.25,144.43,853239
30 Dec 2024,155.42,155.73,154.07,155.08,146.15,817557
27 Dec 2024,155.65,156.21,154.72,156.21,147.22,1175643
24 Dec 2024,154.38,155.47,153.87,155.12,146.19,679055
23 Dec 2024,151.99,154.68,151.51,154.68,145.78,1324530
20 Dec 2024,155.57,155.73,150.26,150.26,141.61,7340421
19 Dec 2024,157.00,157.45,155.50,155.99,147.01,3458022
18 Dec 2024,161.10,161.37,159.03,159.73,150.54,1827986
17 Dec 2024,158.61,161.29,158.00,161.13,151.86,2381043
16 Dec 2024,158.30,158.93,157.63,158.64,149.51,1709323
13 Dec 2024,157.00,158.28,156.30,158.21,149.10,1347793
12 Dec 2024,157.69,158.53,157.12,157.52,148.45,1065886
11 Dec 2024,157.92,158.12,156.41,157.52,148.45,1478648
10 Dec 2024,158.30,158.35,155.45,157.63,148.56,2413796
09 Dec 2024,157.00,159.38,155.92,159.38,150.21,1679852
06 Dec 2024,158.68,158.98,157.06,157.06,148.02,1645382
05 Dec 2024,158.25,158.40,157.68,157.99,148.90,1357790
